28,996,1
996,28,1
28,5140,1
5140,28,1
28,10622,1
10622,28,1
28,20081,1
20081,28,1
28,26821,1
26821,28,1
44,12591,1
12591,44,1
44,15835,1
15835,44,1
44,26385,1
26385,44,1
71,490,1
490,71,1
71,3885,1
3885,71,1
71,4703,1
4703,71,1
79,2796,1
2796,79,1
79,4205,1
4205,79,1
79,11852,1
11852,79,1
79,23878,1
23878,79,1
150,6758,1
6758,150,1
150,24544,1
24544,150,1
190,193,1
193,190,1
190,546,1
546,190,1
190,558,1
558,190,1
190,5236,1
5236,190,1
190,5237,1
5237,190,1
190,5238,1
5238,190,1
190,7067,1
7067,190,1
190,7068,1
7068,190,1
190,10287,1
10287,190,1
190,13436,1
13436,190,1
190,13437,1
13437,190,1
190,13579,1
13579,190,1
190,13581,1
13581,190,1
190,13582,1
13582,190,1
190,13583,1
13583,190,1
190,13584,1
13584,190,1
190,13586,1
13586,190,1
190,22434,1
22434,190,1
190,22435,1
22435,190,1
193,13584,1
13584,193,1
193,22435,1
22435,193,1
205,2501,1
2501,205,1
205,22952,1
22952,205,1
219,220,1
220,219,1
219,223,1
223,219,1
220,223,1
223,220,1
220,1682,1
1682,220,1
220,1683,1
1683,220,1
232,1674,1
1674,232,1
232,1676,1
1676,232,1
232,3124,1
3124,232,1
232,3125,1
3125,232,1
232,12532,1
12532,232,1
232,26258,1
26258,232,1
232,26259,1
26259,232,1
232,27094,1
27094,232,1
233,3168,1
3168,233,1
234,15422,1
15422,234,1
234,15423,1
15423,234,1
234,27431,1
27431,234,1
259,10092,1
10092,259,1
259,10093,1
10093,259,1
259,14887,1
14887,259,1
259,24423,1
24423,259,1
271,3943,1
3943,271,1
271,3944,1
3944,271,1
271,8819,1
8819,271,1
277,2289,1
2289,277,1
277,5469,1
5469,277,1
277,5470,1
5470,277,1
277,5471,1
5471,277,1
277,5472,1
5472,277,1
277,5473,1
5473,277,1
277,24550,1
24550,277,1
338,1679,1
1679,338,1
338,1680,1
1680,338,1
338,14205,1
14205,338,1
338,14206,1
14206,338,1
382,2359,1
2359,382,1
382,2360,1
2360,382,1
382,2361,1
2361,382,1
382,3165,1
3165,382,1
382,6954,1
6954,382,1
382,10147,1
10147,382,1
382,10190,1
10190,382,1
382,12646,1
12646,382,1
382,13912,1
13912,382,1
382,14344,1
14344,382,1
382,15176,1
15176,382,1
382,15177,1
15177,382,1
382,20106,1
20106,382,1
382,28294,1
28294,382,1
384,6880,1
6880,384,1
384,6882,1
6882,384,1
384,13100,1
13100,384,1
384,13101,1
13101,384,1
384,14557,1
14557,384,1
465,1801,1
1801,465,1
465,1804,1
1804,465,1
465,2151,1
2151,465,1
465,3821,1
3821,465,1
465,15108,1
15108,465,1
489,490,1
490,489,1
489,3885,1
3885,489,1
489,20021,1
20021,489,1
489,20299,1
20299,489,1
490,3885,1
3885,490,1
490,4703,1
4703,490,1
490,14901,1
14901,490,1
490,14981,1
14981,490,1
490,20021,1
20021,490,1
490,20299,1
20299,490,1
506,2054,1
2054,506,1
506,2934,1
2934,506,1
535,536,1
536,535,1
535,537,1
537,535,1
535,538,1
538,535,1
536,537,1
537,536,1
536,538,1
538,536,1
537,538,1
538,537,1
545,547,1
547,545,1
545,548,1
548,545,1
545,549,1
549,545,1
545,550,1
550,545,1
545,552,1
552,545,1
545,553,1
553,545,1
545,554,1
554,545,1
545,555,1
555,545,1
545,556,1
556,545,1
545,558,1
558,545,1
545,559,1
559,545,1
545,561,1
561,545,1
545,565,1
565,545,1
545,6102,1
6102,545,1
545,9014,1
9014,545,1
545,9483,1
9483,545,1
545,18137,1
18137,545,1
545,19840,1
19840,545,1
545,19897,1
19897,545,1
545,21736,1
21736,545,1
546,13586,1
13586,546,1
547,548,1
548,547,1
547,550,1
550,547,1
547,552,1
552,547,1
547,553,1
553,547,1
547,555,1
555,547,1
547,561,1
561,547,1
547,18137,1
18137,547,1
548,550,1
550,548,1
548,552,1
552,548,1
548,553,1
553,548,1
548,555,1
555,548,1
548,561,1
561,548,1
548,18137,1
18137,548,1
549,565,1
565,549,1
549,9014,1
9014,549,1
550,552,1
552,550,1
550,553,1
553,550,1
550,555,1
555,550,1
550,561,1
561,550,1
550,18137,1
18137,550,1
552,553,1
553,552,1
552,555,1
555,552,1
552,561,1
561,552,1
552,18137,1
18137,552,1
553,555,1
555,553,1
553,561,1
561,553,1
553,18137,1
18137,553,1
554,556,1
556,554,1
554,558,1
558,554,1
554,559,1
559,554,1
554,564,1
564,554,1
554,3858,1
3858,554,1
554,4181,1
4181,554,1
554,6085,1
6085,554,1
554,6090,1
6090,554,1
554,6102,1
6102,554,1
554,6702,1
6702,554,1
554,7152,1
7152,554,1
554,7156,1
7156,554,1
554,7215,1
7215,554,1
554,7317,1
7317,554,1
554,7318,1
7318,554,1
554,7953,1
7953,554,1
554,8200,1
8200,554,1
554,8203,1
8203,554,1
554,8385,1
8385,554,1
554,8387,1
8387,554,1
554,8390,1
8390,554,1
554,8392,1
8392,554,1
554,9225,1
9225,554,1
554,9483,1
9483,554,1
554,9506,1
9506,554,1
554,10859,1
10859,554,1
554,10860,1
10860,554,1
554,12454,1
12454,554,1
554,12455,1
12455,554,1
554,12456,1
12456,554,1
554,12457,1
12457,554,1
554,16876,1
16876,554,1
554,18097,1
18097,554,1
554,18119,1
18119,554,1
554,19837,1
19837,554,1
554,19840,1
19840,554,1
554,19897,1
19897,554,1
554,22613,1
22613,554,1
555,561,1
561,555,1
555,18137,1
18137,555,1
556,558,1
558,556,1
556,559,1
559,556,1
556,1025,1
1025,556,1
556,1026,1
1026,556,1
556,6614,1
6614,556,1
556,18137,1
18137,556,1
556,21736,1
21736,556,1
558,720,1
720,558,1
558,897,1
897,558,1
558,1973,1
1973,558,1
558,1988,1
1988,558,1
558,3089,1
3089,558,1
558,4181,1
4181,558,1
558,5236,1
5236,558,1
