3,718,1
718,3,1
3,2307,1
2307,3,1
3,5500,1
5500,3,1
3,6259,1
6259,3,1
3,6912,1
6912,3,1
3,8142,1
8142,3,1
3,8143,1
8143,3,1
3,11025,1
11025,3,1
3,14568,1
14568,3,1
4,5,1
5,4,1
4,6,1
6,4,1
4,7,1
7,4,1
4,8,1
8,4,1
4,9,1
9,4,1
4,10,1
10,4,1
4,11,1
11,4,1
5,6,1
6,5,1
5,7,1
7,5,1
5,8,1
8,5,1
5,9,1
9,5,1
5,10,1
10,5,1
5,11,1
11,5,1
6,7,1
7,6,1
6,8,1
8,6,1
6,9,1
9,6,1
6,10,1
10,6,1
6,11,1
11,6,1
7,8,1
8,7,1
7,9,1
9,7,1
7,10,1
10,7,1
7,11,1
11,7,1
8,9,1
9,8,1
8,10,1
10,8,1
8,11,1
11,8,1
9,10,1
10,9,1
9,11,1
11,9,1
10,11,1
11,10,1
28,996,1
996,28,1
28,1067,1
1067,28,1
28,1069,1
1069,28,1
28,24729,1
24729,28,1
28,26821,1
26821,28,1
68,1400,1
1400,68,1
68,5032,1
5032,68,1
68,6542,1
6542,68,1
68,22593,1
22593,68,1
71,8024,1
8024,71,1
71,17864,1
17864,71,1
93,4727,1
4727,93,1
93,4728,1
4728,93,1
98,9082,1
9082,98,1
98,9083,1
9083,98,1
107,1265,1
1265,107,1
107,1267,1
1267,107,1
107,12535,1
12535,107,1
157,5118,1
5118,157,1
157,5119,1
5119,157,1
157,5120,1
5120,157,1
157,5122,1
5122,157,1
197,198,1
198,197,1
197,199,1
199,197,1
197,200,1
200,197,1
198,199,1
199,198,1
198,200,1
200,198,1
198,992,1
992,198,1
198,29399,1
29399,198,1
199,200,1
200,199,1
199,992,1
992,199,1
199,993,1
993,199,1
199,27005,1
27005,199,1
199,27352,1
27352,199,1
199,27353,1
27353,199,1
199,29399,1
29399,199,1
200,992,1
992,200,1
200,4137,1
4137,200,1
200,15819,1
15819,200,1
200,29399,1
29399,200,1
205,2501,1
2501,205,1
205,18217,1
18217,205,1
205,18218,1
18218,205,1
205,20665,1
20665,205,1
221,224,1
224,221,1
221,4308,1
4308,221,1
221,4310,1
4310,221,1
221,9061,1
9061,221,1
221,14697,1
14697,221,1
224,4308,1
4308,224,1
224,4310,1
4310,224,1
224,9061,1
9061,224,1
224,13266,1
13266,224,1
224,13267,1
13267,224,1
224,14697,1
14697,224,1
224,19211,1
19211,224,1
224,19212,1
19212,224,1
224,19213,1
19213,224,1
224,19214,1
19214,224,1
224,19295,1
19295,224,1
224,19296,1
19296,224,1
224,22652,1
22652,224,1
