338,1
22529,1
28060,3
1413,3
1412,3
5374,2
5373,5
946,3
22521,0
949,4
29713,4
947,3
3287,0
22905,0
2953,4
535,4
13711,4
2952,4
2954,2
538,4
13716,4
537,4
536,4
14887,4
29306,3
6090,1
6882,1
14487,4
25787,3
6880,1
7337,0
6881,1
10093,4
8729,4
734,5
10092,4
20924,4
10091,4
7342,0
546,1
545,0
548,3
547,3
549,1
14673,5
14672,5
20060,5
6085,1
17465,5
14070,4
10087,1
10088,1
23634,3
10084,1
10083,1
728,0
13735,0
10085,1
28853,4
2971,3
726,2
28854,4
22928,0
725,2
28855,4
7335,3
10081,1
12876,0
720,0
12605,2
7318,3
7317,3
7315,4
16919,5
10075,2
7320,0
8431,5
710,1
20059,5
27544,1
13100,1
16235,1
980,3
8054,1
10958,0
26845,2
16239,4
16236,1
14234,5
2103,0
3234,5
575,5
2994,4
2101,0
16640,1
10060,3
14237,1
2102,0
13101,1
7396,5
20670,1
20009,1
576,5
20671,1
20008,1
2106,1
577,5
10057,3
15107,1
15108,2
15105,1
5320,1
7585,1
10059,3
7582,1
10058,3
2121,0
13945,4
16240,1
16242,1
16241,1
29555,1
27941,4
28294,1
28018,2
9310,4
5319,1
13121,1
7571,3
13120,1
26826,0
7578,1
26824,0
4993,3
26825,0
4992,3
4991,3
8200,2
4990,3
8203,1
26821,0
28281,2
16216,3
20021,2
23878,3
28280,4
16214,3
1804,2
16218,3
1802,5
558,0
559,0
1801,2
556,0
554,0
555,3
552,3
10770,3
553,3
13124,1
550,3
23877,2
3276,5
14263,5
10032,2
8080,0
20299,2
1400,0
20010,1
16228,3
1205,4
8916,5
4994,3
8917,5
20014,1
29532,4
9330,3
20013,1
565,1
8918,5
561,3
563,2
564,2
2146,0
2145,0
16686,3
23853,2
4047,0
4046,0
10797,4
2149,2
12668,5
4045,0
29791,5
12667,1
12669,1
3875,0
3873,4
2745,2
9755,3
9143,3
13912,1
3013,2
2151,0
24463,4
16687,3
9145,3
1624,0
9146,3
6023,0
1623,0
13156,4
21062,1
22313,4
14206,1
14205,1
6006,2
3885,2
8938,0
13542,0
13541,0
21362,0
2760,5
16474,0
13155,4
13154,4
9158,0
6284,1
24449,4
24447,4
25086,0
6802,0
6806,0
3026,2
12409,2
13579,1
9162,1
9164,0
9165,0
9166,0
4945,2
16460,4
4946,2
4943,2
4944,2
4942,2
14228,5
16459,4
6812,0
16458,5
6811,0
4014,4
6810,0
19844,5
6814,0
6813,0
6818,0
9757,3
6272,2
13928,4
29091,3
996,0
13927,4
2780,4
13929,4
13361,4
13565,0
9173,5
10287,1
21991,3
29766,2
19840,3
16454,1
2184,1
19597,5
13310,4
19598,5
28498,5
13316,4
28876,3
28875,3
19837,3
8262,1
9105,0
8263,1
6068,3
23610,0
8261,1
19791,2
6065,3
19832,1
6259,5
6067,3
11395,0
6066,3
12200,3
3052,2
23404,5
13598,3
8268,1
12201,3
8269,1
8266,1
9506,3
2501,3
506,5
12615,4
13584,1
19588,0
21736,1
13583,2
13582,1
13581,1
27755,2
27756,3
27754,0
22355,5
6833,1
2719,4
9109,1
15808,3
20486,1
9781,2
15809,0
15805,1
15806,1
15807,3
12412,1
8257,1
3040,3
19784,1
3041,3
15802,1
29075,5
19783,1
3042,3
15803,1
13586,1
19786,1
9785,2
18582,4
19785,1
2512,1
18584,4
19578,5
19579,5
13336,4
4709,1
3660,3
2721,4
9534,4
4708,3
13335,4
9535,4
2934,5
4706,5
11379,3
4703,2
4704,1
3463,4
24681,3
12645,2
3462,4
12646,1
4700,3
14459,3
1683,3
1685,4
12443,4
28084,4
15835,5
19565,0
12634,3
14461,3
1682,3
1681,1
4714,2
19807,2
1680,1
21753,0
21083,5
2738,0
11363,4
14460,3
11362,4
1679,1
1676,4
8270,1
14466,0
1674,4
8272,1
12432,4
14467,0
12115,4
2438,0
3089,1
25227,3
10344,3
4496,1
25225,3
25226,3
10343,3
4205,3
6621,4
1573,4
18097,1
7746,0
2441,4
7068,1
2440,4
7067,1
7744,0
6614,0
6615,3
6617,3
3099,0
3712,0
3098,0
3711,0
4219,0
25431,0
19755,1
22781,2
7741,0
3094,0
18493,3
3097,0
18492,3
15739,4
18217,2
17692,4
3716,3
3715,3
3914,4
3915,4
18940,2
12120,4
6607,4
6606,4
5758,3
11852,3
18725,5
5757,3
5759,3
24755,0
7042,4
17860,0
3948,3
7041,4
3949,3
7040,4
4096,5
3947,3
4638,4
11447,3
4639,4
3944,4
7045,4
7044,4
19728,1
7043,4
3943,4
15759,0
18470,3
10590,2
19085,0
10591,2
10592,2
10316,4
13615,4
13619,2
13419,0
25002,4
10594,2
10593,2
10595,2
3930,0
3931,0
3932,0
9078,0
12572,0
18461,4
12571,0
21144,3
12376,0
12375,0
24948,2
12377,0
7794,1
15763,0
7791,1
18460,4
9077,0
9076,0
10589,2
19502,3
15760,0
7994,4
11425,5
18469,3
18263,0
12576,2
21156,4
21155,4
18451,1
18452,1
24745,2
18454,1
5510,4
18909,5
12164,0
3953,3
10577,5
12163,0
3950,3
18251,1
3952,3
18250,1
7984,2
3951,3
18459,4
18252,1
18254,1
12589,4
12587,4
5509,4
24544,5
3959,4
12398,5
5717,3
12397,5
4049,2
12590,4
22496,5
12591,5
22497,5
22498,5
9723,3
9098,0
3507,1
7966,4
7967,4
13645,0
5520,3
7965,4
5521,3
26309,4
5511,4
7972,2
7971,2
7089,0
7970,2
7768,0
4050,2
7088,0
5517,3
18248,1
7085,0
5519,3
4054,2
18246,1
4052,2
18245,1
26308,4
17631,0
17630,0
4671,2
24722,0
24723,0
19897,3
5723,3
21945,4
7953,3
2490,3
2491,3
2492,3
14901,2
7092,2
17633,0
5169,3
26161,3
26367,3
13664,5
5161,2
26558,0
14911,2
4406,5
14025,2
7950,0
7951,0
14027,2
29599,2
16854,4
26552,4
14022,2
16286,3
26551,4
14024,2
16859,3
22085,5
7949,0
22084,5
7948,0
8525,5
17805,2
29392,5
10132,2
10133,2
29394,5
10134,2
5179,2
4689,3
8545,5
8543,5
4419,2
10535,1
10534,1
26566,0
26567,0
5552,3
22072,3
5938,5
6696,4
16277,1
26560,3
24703,0
24702,0
24701,0
26355,2
10147,1
14726,0
4690,3
18996,0
5140,0
5144,0
5145,0
16269,3
12179,5
7925,3
16268,3
7926,3
16876,1
7520,0
18997,0
8547,5
7929,3
10940,5
10941,5
594,5
8564,4
10517,4
4434,0
11641,2
4433,0
11644,2
11645,2
25819,5
6672,2
1120,0
6462,4
7022,0
6463,4
6460,4
6461,4
14069,4
6466,4
6467,4
6464,4
6659,4
6465,4
384,1
382,1
10504,3
22737,1
17138,4
8774,4
22738,1
22739,1
6459,4
14068,4
1344,3
6664,0
1342,3
7710,4
1343,3
27367,5
14962,1
27361,3
7039,0
18984,5
18982,3
18983,5
7311,1
17855,0
7305,4
17856,0
8788,5
8787,0
17859,0
1140,4
29341,0
15572,4
15573,4
22952,3
20629,5
7006,3
15588,4
10704,4
11698,3
30117,3
30116,2
26102,1
8797,5
5382,4
5383,4
26385,5
22020,3
22021,2
22752,1
1364,5
1365,5
6437,4
6436,2
11895,1
1173,5
1174,5
22016,2
1156,4
1155,4
1157,4
6622,4
29328,3
27345,2
15598,4
26378,0
15177,1
15176,1
5394,5
5996,1
25853,5
5395,5
25852,5
26375,4
14709,0
26787,1
26788,1
14981,2
1358,2
5235,5
2008,2
29123,2
17583,4
23517,2
23518,2
23519,2
17587,5
17586,5
7493,1
20183,4
12998,1
12996,1
6351,2
150,5
12993,0
21637,0
21636,0
21635,0
21634,0
13856,2
7211,2
15011,1
7212,2
15012,1
7215,2
5222,2
29133,4
28946,1
5223,2
205,3
28119,0
15009,1
2015,2
5220,2
26009,0
26008,0
14181,4
10629,1
10628,0
10627,3
27886,0
21622,4
10623,2
28114,5
27497,5
5218,2
10622,0
28115,5
10621,2
2215,4
2218,4
28113,5
27498,5
12711,0
15209,0
23787,2
5216,2
5217,2
3598,4
5253,2
8862,0
24295,0
27467,5
822,0
8865,3
14152,0
14153,0
14154,0
10874,1
28914,1
219,3
1702,4
1703,4
14561,4
12975,1
12974,1
7234,5
12979,1
5247,2
5248,2
12977,1
21615,3
7230,4
1700,4
25673,5
1701,4
27280,3
15223,2
220,3
19239,2
223,3
7219,5
5243,2
27094,4
