44,12591,1
12591,44,1
44,15835,1
15835,44,1
44,15836,1
15836,44,1
44,26385,1
26385,44,1
71,490,1
490,71,1
71,8024,1
8024,71,1
71,14981,1
14981,71,1
157,5241,1
5241,157,1
157,5242,1
5242,157,1
168,169,1
169,168,1
168,170,1
170,168,1
168,16213,1
16213,168,1
169,170,1
170,169,1
169,16213,1
16213,169,1
170,16213,1
16213,170,1
189,190,1
190,189,1
189,191,1
191,189,1
189,193,1
193,189,1
189,194,1
194,189,1
190,191,1
191,190,1
190,193,1
193,190,1
190,194,1
194,190,1
190,545,1
545,190,1
190,546,1
546,190,1
190,554,1
554,190,1
190,562,1
562,190,1
190,565,1
565,190,1
190,10287,1
10287,190,1
190,12898,1
12898,190,1
190,13436,1
13436,190,1
190,13440,1
13440,190,1
190,13441,1
13441,190,1
190,13577,1
13577,190,1
190,13586,1
13586,190,1
190,22434,1
22434,190,1
190,22435,1
22435,190,1
190,25155,1
25155,190,1
190,25364,1
25364,190,1
191,193,1
193,191,1
191,194,1
194,191,1
193,194,1
194,193,1
205,20665,1
20665,205,1
228,3959,1
3959,228,1
228,20332,1
20332,228,1
230,234,1
234,230,1
230,269,1
269,230,1
230,271,1
271,230,1
234,269,1
269,234,1
234,271,1
271,234,1
234,21973,1
21973,234,1
254,558,1
558,254,1
254,5238,1
5238,254,1
254,25365,1
25365,254,1
269,271,1
271,269,1
269,21973,1
21973,269,1
273,4309,1
4309,273,1
273,12179,1
12179,273,1
315,7031,1
7031,315,1
315,7034,1
7034,315,1
315,8650,1
8650,315,1
315,13099,1
13099,315,1
337,338,1
338,337,1
382,558,1
558,382,1
382,1982,1
1982,382,1
382,1983,1
1983,382,1
382,1985,1
1985,382,1
382,1987,1
1987,382,1
382,1988,1
1988,382,1
382,2358,1
2358,382,1
382,2359,1
2359,382,1
382,2360,1
2360,382,1
382,2361,1
2361,382,1
382,4181,1
4181,382,1
382,10146,1
10146,382,1
382,10147,1
10147,382,1
382,10190,1
10190,382,1
382,12260,1
12260,382,1
382,13912,1
13912,382,1
382,14344,1
14344,382,1
382,15177,1
15177,382,1
382,23411,1
23411,382,1
382,27785,1
27785,382,1
417,5199,1
5199,417,1
417,5200,1
5200,417,1
481,13119,1
13119,481,1
489,490,1
490,489,1
489,3885,1
3885,489,1
489,20021,1
20021,489,1
489,20299,1
20299,489,1
490,3884,1
3884,490,1
490,3885,1
3885,490,1
490,14981,1
14981,490,1
490,20021,1
20021,490,1
490,20299,1
20299,490,1
490,20304,1
20304,490,1
490,20305,1
20305,490,1
533,534,1
534,533,1
533,1249,1
1249,533,1
533,2240,1
2240,533,1
533,14460,1
14460,533,1
534,2240,1
2240,534,1
545,554,1
554,545,1
545,559,1
559,545,1
545,562,1
562,545,1
545,565,1
565,545,1
545,25364,1
25364,545,1
546,12898,1
12898,546,1
546,13586,1
13586,546,1
546,25155,1
25155,546,1
554,558,1
558,554,1
554,562,1
