10997,4
10998,4
338,3
22527,5
22526,5
5374,1
337,3
27785,1
17282,1
747,4
22903,4
534,4
533,4
13716,2
29304,4
6494,3
12853,4
6493,3
14674,5
14870,0
3290,3
29706,2
8024,2
10090,0
546,1
545,1
29318,0
29316,5
732,2
8438,1
6085,5
16923,1
315,3
27180,3
28049,3
27181,3
14299,5
25776,0
29006,5
8759,0
728,2
14496,0
2971,0
725,2
2970,0
7335,1
10081,0
721,2
720,2
20260,1
20261,1
28863,0
7317,1
16917,4
7315,0
7319,1
7320,1
10075,0
10074,0
718,2
20665,0
22915,0
715,2
22916,0
8432,5
22102,2
2969,0
8433,5
27545,1
27544,1
27160,4
15115,3
16235,0
20286,4
12898,1
9597,4
17242,2
9596,4
14234,5
2101,2
2994,2
8460,0
29953,0
19303,0
15107,2
7587,5
15105,2
7585,2
15106,2
23683,2
971,3
14635,4
16242,0
13747,4
4978,3
13119,2
13121,2
27566,4
7578,2
26825,4
8200,1
26822,4
16213,4
8203,1
20021,2
28817,4
558,2
559,1
27564,4
556,2
27565,4
28816,4
554,1
5112,2
28815,4
555,4
7562,5
560,2
10034,4
10033,4
10032,4
20299,2
27153,0
20012,0
16228,5
27159,4
20015,0
8917,5
565,1
27574,2
7559,0
10031,4
7558,0
8918,5
562,1
29796,2
10797,2
4045,4
9555,5
2746,1
2745,1
2744,1
13912,1
29996,5
4920,4
19870,4
2151,2
16687,3
1621,2
1624,2
1623,2
6023,3
12652,0
27711,0
12650,1
3884,2
3885,2
9739,5
9738,5
2756,4
9740,5
2760,4
21973,5
16475,5
6284,0
25083,4
6809,3
2763,4
6283,0
9775,1
13577,1
23424,4
23429,5
11137,0
16666,1
4943,0
21981,5
19126,1
11138,0
6812,3
6818,3
6272,2
6271,2
13361,4
13565,0
10287,1
27539,2
19838,1
8263,2
8260,4
23404,5
23403,5
8264,2
3039,2
1856,4
9501,2
21736,2
15309,5
13582,3
13309,1
28888,1
22355,0
14440,4
1854,4
1853,4
15808,5
15300,4
28884,4
15807,5
8257,5
6050,2
3041,5
13586,1
3042,5
19786,4
23604,3
18582,5
23603,3
18585,5
23411,1
2514,3
18584,5
9535,4
3463,0
4704,2
12641,1
28893,1
8284,3
8282,3
8993,5
8992,0
8991,1
15835,1
15836,1
28487,4
19565,0
19566,0
19767,1
19768,0
19769,0
28484,4
6855,4
1681,1
6854,4
21752,5
14460,4
8272,2
3725,5
28664,4
3089,4
3088,4
17686,3
3923,1
7744,1
3712,2
7741,4
18493,5
7743,3
18943,0
9886,2
9888,2
9887,2
11441,5
23392,5
23391,5
15759,1
19083,3
19084,3
19737,1
28637,5
28638,5
25416,2
11837,3
11838,3
21144,2
16897,4
7988,4
7989,4
7986,0
7987,4
9076,1
25070,5
25071,5
18262,2
18263,2
12573,2
18451,1
21297,4
25474,4
4460,2
18253,1
18255,1
12588,2
3959,0
5717,0
5718,0
5719,0
12592,2
12591,2
18249,1
7774,2
7967,4
5512,2
7971,2
4050,3
4278,0
5517,0
4051,3
18244,1
22490,2
17632,4
17630,4
5722,0
12147,3
24726,5
12146,3
5721,0
15515,5
9080,1
15516,5
14900,5
18437,5
18436,0
18438,5
13669,4
26161,5
5161,0
17608,5
29595,5
17609,5
14026,4
14025,4
1100,5
14022,4
5541,2
14024,4
16859,5
8525,3
8526,3
5159,0
8546,2
30104,3
8545,5
8544,5
8543,5
10535,1
10534,1
5938,5
22700,1
13671,4
10146,1
4693,3
10147,1
4691,3
4692,3
10525,2
23582,3
10526,2
26990,0
5144,3
5145,3
27115,0
22995,3
12179,3
26732,5
26731,5
16878,1
25484,5
27318,4
8549,5
594,4
5152,3
5153,3
17147,4
7526,4
6672,4
7534,4
591,4
592,4
593,4
10501,4
16048,2
382,2
8774,4
17846,0
22738,5
16049,2
6664,5
27379,4
25276,3
7034,3
25274,3
30146,4
25275,3
27361,5
27362,5
14961,1
7031,3
7311,0
18983,4
7305,0
1140,3
29340,4
5599,5
6635,4
6633,4
6634,4
5382,0
5383,0
26385,2
1366,4
26776,0
16837,0
11893,3
22021,3
1364,4
1365,4
11691,5
11692,5
26778,0
11895,3
25250,4
8401,3
8400,3
15177,1
5198,4
5197,4
5199,5
5995,1
5996,1
11880,0
25258,3
14981,2
29321,4
1358,2
1165,2
2008,0
2210,4
2006,0
2007,0
12990,1
23517,0
23518,0
157,5
17588,0
12998,2
17589,0
12993,0
21636,4
21635,4
21634,4
26706,4
5222,0
205,0
5223,0
14182,4
5220,2
17591,0
14183,1
17590,0
17593,0
169,4
17592,0
8112,5
17595,0
17594,0
17597,0
17596,0
168,4
10628,2
8314,5
10622,2
24084,5
5219,0
15208,4
2212,4
2211,4
5216,0
2213,4
8862,1
26928,0
25677,0
822,2
8865,1
14153,1
24290,1
26923,2
14760,4
26922,2
26921,2
170,4
417,5
14765,4
14764,4
24092,4
27668,4
27462,4
12979,1
21618,2
12977,1
5248,3
7230,0
27464,4
13834,5
5242,5
8851,3
5241,5
5243,0
29155,1
5246,0
228,0
20150,4
189,1
14758,4
12985,1
10608,0
26713,2
12984,1
12987,1
12986,1
12989,1
12988,1
5238,2
14759,4
26940,3
5910,5
13009,4
13008,4
10653,5
13007,0
28972,3
13006,4
13005,4
6396,4
21670,3
6395,4
5926,0
5924,0
27459,5
8830,2
8828,2
13273,2
27424,0
8613,1
23576,5
10829,1
7460,0
26028,4
26029,4
5908,5
5909,5
20394,5
20395,5
5200,5
2240,4
7461,0
2234,4
23764,2
6798,4
7459,0
2865,4
7458,0
8331,5
2098,0
2097,2
27603,5
12912,5
2288,2
12911,5
19006,4
20305,2
20304,2
12525,4
2291,2
3153,2
12528,2
10153,4
13440,1
13441,1
16338,3
16337,3
7286,4
7288,4
12922,4
14300,5
16537,4
11008,3
2620,5
6184,0
10174,4
2623,2
3314,2
24343,4
22482,5
4181,1
6185,0
3315,2
11034,0
9027,4
28792,4
9028,4
19022,3
9029,4
19023,3
11035,0
8182,1
19028,5
19026,5
9026,4
4807,3
10175,4
13436,1
6173,3
6172,3
13226,5
19424,3
16553,3
8371,5
6177,0
18305,1
19984,5
16558,2
19986,5
2284,3
19985,5
646,0
6123,0
27643,3
647,0
6125,0
19932,5
194,1
28356,1
10193,1
191,1
190,1
9413,2
193,1
10190,1
19452,2
19931,5
29619,4
9007,1
29169,5
2619,5
3594,4
24244,2
12754,4
19921,1
2617,5
16573,0
28363,1
20332,0
15704,4
13099,3
15706,4
29882,5
15707,4
29881,1
29883,5
14344,1
29608,1
24243,2
19956,1
19954,1
6701,1
9262,5
3169,1
3168,5
9260,0
12549,3
12328,4
28752,4
11961,4
28753,4
11962,4
12547,3
16319,2
2041,3
2044,3
2045,3
24573,2
2043,3
3158,2
25623,4
21857,5
21854,5
3163,2
3164,2
3768,4
3167,1
3769,4
22435,1
29627,5
22434,1
27630,2
29623,1
12534,4
12533,4
22130,4
22678,3
4393,2
5639,2
1970,4
1971,0
1972,4
1973,2
7165,1
19607,1
23929,4
23928,4
7161,1
25337,5
1982,1
1983,1
1987,1
1985,1
1988,1
12456,2
1459,5
12459,2
4777,5
4774,5
18389,2
4775,5
25155,1
1462,5
24663,4
3837,4
3836,4
3839,4
24664,4
3838,4
3833,5
3835,5
3834,5
10493,5
10498,1
30064,2
30063,2
4773,5
4772,5
30070,1
12258,4
13525,4
25171,3
29686,1
22179,3
22178,3
23962,3
25170,3
23961,3
18311,1
18312,1
29698,0
12260,1
5403,1
71,2
30085,5
2372,0
2568,1
12261,4
12262,4
28587,2
28588,2
2561,5
2359,1
2358,1
7676,0
23055,1
22699,1
4542,4
4737,5
4541,4
3807,5
4540,4
1699,0
4538,4
1698,0
12495,4
1697,0
4134,0
11309,5
2361,1
2557,5
18141,0
18629,2
7875,4
2360,1
28589,2
4344,2
44,2
21274,0
21272,0
21273,0
11310,5
23953,0
18897,5
29457,0
29456,0
4309,3
17701,2
5026,2
489,2
7808,4
5848,3
5846,2
481,2
29255,4
18151,1
26074,3
17506,5
26075,3
17507,5
1282,3
10807,5
17509,5
271,5
273,3
7412,1
5830,1
4591,4
5029,2
23476,0
26453,4
16764,1
29447,5
16767,4
5414,0
5415,0
26675,3
8650,3
17723,2
25988,0
17721,2
17722,2
17727,2
17725,2
17726,2
2792,2
6580,5
17924,2
26674,3
17927,5
5427,4
5423,4
5425,4
20875,5
5053,2
5054,2
490,2
14606,4
16744,0
5892,5
11573,0
11572,0
1253,4
25364,1
29219,4
25365,2
22631,4
1244,2
1249,4
1247,2
12053,5
16719,2
16718,2
16717,2
1945,2
230,5
6310,0
6505,0
6311,3
7138,4
6312,0
